url @Doc1 https://s2.smu.edu/~fmoore/
Doc3,exam
Doc3,locat
Doc3,cse
Doc3,distanc
Doc3,student
Doc3,exam
Doc3,locat
Doc3,vs
Doc3,proctor
Doc3,number
Doc3,person
Doc3,locat
Doc3,request
Doc3,date
Doc3,henk
Doc3,chri
Doc3,proctor
Doc3,henkel
Doc3,lopez
Doc3,alejandro
Doc3,proctor
Doc3,hua
Doc3,mengli
Doc3,proctor
Doc3,huang
Doc3,tianqi
Doc3,inclass
Doc3,pm
Doc3,Ma
Doc3,liang
Doc3,proctor
Doc3,Xu
Doc3,qizhi
Doc3,proctor
Doc3,zhou
Doc3,He
Doc3,proctor
Doc3,zou
Doc3,diyang
Doc3,inclass
Doc3,pm
url @Doc4 https://s2.smu.edu/~fmoore/misc/useragent.php
Doc4,cse
Doc4,user-ag
Doc4,thi
Doc4,user-ag
Doc4,inform
Doc4,receiv
Doc4,If
Doc4,crawler
Doc4,defin
Doc4,uniqu
Doc4,name
Doc4,http_accept
Doc4,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8"
Doc4,http_client_ip
Doc4,server_protocol
Doc4,http/1.1
Doc4,request_method
Doc4,get
Doc4,file
Doc4,last
Doc4,updat
Doc4,march
url @Doc5 https://s2.smu.edu/~fmoore/misc/porter_stemmer_example.html
Doc5,porter
Doc5,stemmer
Doc5,onlin
Doc5,javascript
Doc5,porter
Doc5,stemmer
Doc5,onlin
Doc5,find
Doc5,porter
Doc5,stem
Doc5,algorithm
Doc5,offici
Doc5,site
Doc5,exampl
Doc5,Do
Doc5,realli
Doc5,think
Doc5,weak
Doc5,yield
Doc5,temptat
Doc5,I
Doc5,tell
Doc5,terribl
Doc5,temptat
Doc5,requir
Doc5,strength
Doc5,strength
Doc5,courag
Doc5,yield
Doc5,oscar
Doc5,wild
Doc5,stem
Doc5,abov
Doc5,content
Doc5,overlay
Doc5,overlay
Doc5,output
Doc5,goe
Doc5,stem
Doc5,stem
Doc5,output
Doc5,alon
Doc5,goe
Doc5,common
Doc5,topic
Doc5,taught
Doc5,document
Doc5,classif
Doc5,includ
Doc5,stop
Doc5,word
Doc5,invers
Doc5,document
Doc5,frequenc
Doc5,free
Doc5,softwar
Doc5,relat
Doc5,thi
Doc5,field
Doc5,lucen
Doc5,carrot2
Doc5,refer
Doc5,demo
Doc5,site
Doc5,refer
Doc5,JS
Doc5,implement
Doc5,http://9ol.es/porter_js_demo.html
link: http://tartarus.org/~martin/PorterStemmer/
link: http://en.wikipedia.org/wiki/Document_classification
link: http://en.wikipedia.org/wiki/Stop_words
link: http://en.wikipedia.org/wiki/Tf*idf
link: http://lucene.apache.org/core/
link: http://search.carrot2.org/stable/search
link: http://9ol.es/porter_js_demo.html
url @Doc6 https://s2.smu.edu/~fmoore/index-fall2017.htm
Doc6,freeman
Doc6,moor
Doc6,smu
Doc6,fall
Doc6,fall
Doc6,freeman
Doc6,L
Doc6,moor
Doc6,phd
Doc6,email
Doc6,fmoore@lyle.smu.
Doc6,u
Doc6,fall
Doc6,cse
Doc6,spring
Doc6,cse
Doc6,keep
Doc6,look
Doc6,cours
Doc6,calendar
Doc6,latest
Doc6,inform
Doc6,fall
Doc6,m/w
Doc6,caruth
Doc6,syllabu
Doc6,syllabu
Doc6,A
Doc6,brief
Doc6,histori
Doc6,databas
Doc6,system
Doc6,articl
Doc6,highlight
Doc6,histori
Doc6,oracl
Doc6,content
Doc6,thi
Doc6,web
Doc6,site
Doc6,sole
Doc6,respons
Doc6,Dr
Doc6,freeman
Doc6,moor
Doc6,necessarili
Doc6,repres
Doc6,opinion
Doc6,polici
Doc6,southern
Doc6,methodist
Doc6,univers
Doc6,administr
Doc6,thi
Doc6,site
Doc6,Dr
Doc6,freeman
Doc6,moor
Doc6,may
Doc6,contact
Doc6,fmoore@lyle.smu.edu
link: mailto:fmoore@lyle.smu.edu
link: http://lyle.smu.edu
link: http://lyle.smu.edu/~fmoore/index-final.htm
link: schedule.htm
link: syl_5330.pdf
link: syl_7330.pdf
link: timeline.pdf
link: http://oracle.com.edgesuite.net/timeline/oracle/
Error on https://s2.smu.edu/~fmoore/misc/count_letters_duplicate.txt
url @Doc7 https://s2.smu.edu/~fmoore/misc/levenshtein.html
Doc7,levenshtein
Doc7,distanc
Doc7,demo
Doc7,levenshtein
Doc7,distanc
Doc7,calcul
Doc7,exampl
Doc7,fast
Doc7,cat
Doc7,cat
Doc7,dog
Doc7,string
Doc7,string
Doc7,distanc
url @Doc8 https://www.smu.edu/lyle
url @Doc9 https://s2.smu.edu/~fmoore/index-final.htm
Doc9,freeman
Doc9,moor
Doc9,smu
Doc9,spring
Doc9,spring
Doc9,freeman
Doc9,L
Doc9,moor
Doc9,phd
Doc9,email
Doc9,fmoore@lyle.smu.edu
Doc9,fall
Doc9,cse
Doc9,spring
Doc9,tuesday/thursday
Doc9,caruth
Doc9,cse
Doc9,syllabu
Doc9,cse
Doc9,syllabu
Doc9,keep
Doc9,look
Doc9,tent
Doc9,cours
Doc9,calendar
Doc9,cours
Doc9,inform
Doc9,canva
Doc9,content
Doc9,thi
Doc9,web
Doc9,site
Doc9,sole
Doc9,respons
Doc9,Dr
Doc9,freeman
Doc9,moor
Doc9,necessarili
Doc9,repres
Doc9,opinion
Doc9,polici
Doc9,southern
Doc9,methodist
Doc9,univers
Doc9,administr
Doc9,thi
Doc9,site
Doc9,Dr
Doc9,freeman
Doc9,moor
Doc9,may
Doc9,contact
Doc9,fmoore@lyle.smu.edu
link: SMU-CSE-LOGO.gif
link: mailto:fmoore@lyle.smu.edu
link: CSE5337_syllabus.pdf
link: CSE7337_syllabus.pdf
link: schedule.htm
link: https://smu.instructure.com
link: dontgohere/badfile1.html
url @Doc10 https://s2.smu.edu/~fmoore/index_duplicate.htm
Doc10 is an exact duplicate from Doc1
Doc10,freeman
Doc10,moor
Doc10,smu
Doc10,spring
Doc10,spring
Doc10,freeman
Doc10,L
Doc10,moor
Doc10,phd
Doc10,email
Doc10,fmoore@smu.
Doc10,u
Doc10,spring
Doc10,cse
Doc10,fall
Doc10,cse
Doc10,keep
Doc10,look
Doc10,cours
Doc10,calendar
Doc10,latest
url @Doc11 https://s2.smu.edu/~fmoore/index.htm
Doc11 is an exact duplicate from Doc1
Doc11,freeman
Doc11,moor
Doc11,smu
Doc11,spring
Doc11,spring
Doc11,freeman
Doc11,L
Doc11,moor
Doc11,phd
Doc11,email
Doc11,fmoore@smu.
Doc11,u
Doc11,spring
Doc11,cse
Doc11,fall
Doc11,cse
Doc11,keep
Doc11,look
Doc11,cours
Doc11,calendar
Doc11,latest
Doc11,inform
Doc10,inform
Doc10,spring
Doc10,t/th
Doc10,caruth
Doc10,syllabu
Doc10,syllabu
Doc10,content
Doc10,thi
Doc10,web
Doc10,site
Doc10,sole
Doc10,respons
Doc10,Dr
Doc10,freeman
Doc10,moor
Doc10,necessarili
Doc10,repres
Doc10,opinion
Doc10,polici
Doc10,southern
Doc10,methodist
Doc10,univers
Doc10,administr
Doc10,thi
Doc11,spring
Doc11,t/th
Doc11,caruth
Doc11,syllabu
Doc11,syllabu
Doc11,content
Doc11,thi
Doc11,web
Doc11,site
Doc11,sole
Doc11,respons
Doc11,Dr
Doc11,freeman
Doc11,moor
Doc11,necessarili
Doc11,repres
Doc11,opinion
Doc11,polici
Doc11,southern
Doc11,methodist
Doc11,univers
Doc11,administr
Doc11,thi
Doc11,site
Doc10,site
Doc10,Dr
Doc10,freeman
Doc10,moor
Doc10,may
Doc10,contact
Doc10,fmoore@smu.edu
link: mailto:fmoore@smu.edu
link: http://lyle.smu.edu
link: http://lyle.smu.edu/~fmoore/index-fall2017.htm
link: schedule.htm
link: CSE5337_syllabus.pdf
link: CSE7337_syllabus.pdf
Doc11,Dr
Doc11,freeman
Doc11,moor
Doc11,may
Doc11,contact
Doc11,fmoore@smu.edu
link: mailto:fmoore@smu.edu
link: http://lyle.smu.edu
link: http://lyle.smu.edu/~fmoore/index-fall2017.htm
link: schedule.htm
link: CSE5337_syllabus.pdf
link: CSE7337_syllabus.pdf
Error on https://s2.smu.edu/~fmoore/syl_7330.pdf
Error on https://s2.smu.edu/~fmoore/syl_5330.pdf
Error on https://s2.smu.edu/~fmoore/misc/count_letters.txt
Error on https://s2.smu.edu/~fmoore/does_not_exist.htm
