url @Doc1 https://s2.smu.edu/~fmoore/
doc,word
Doc3,keep
Doc3,look
Doc3,cours
Doc3,calendar
Doc3,latest
Doc3,inform
Doc3,fall
Doc3,m/w
Doc3,caruth
link: misc/exam1.html
link: http://lyle.smu.edu/~fmoore/this_aint_gonna_work.htm
link: this_aint_gonna_work.htm
link: misc/text/index.php
link: misc/roadmap-04-03-2018.jpg
link: dontgohere/bayes.html
link: misc/k-means-example.xlsx
link: textfiles/index.html
link: dontgohere/poem-classification.pptx
link: dontgohere/bayes-poem.html
link: dontgohere/poem-classification.xlsx
link: http://www.wessa.net/rwasp_hierarchicalclustering.wasp
link: misc/article_google.pdf
link: misc/article_pagerank.pdf
link: dontgohere/signup.php
link: http://www.smu.edu/EnrollmentServices/Registrar/Enrollment/FinalExamSchedule/Spring2018
Doc3,syllabu
Doc3,syllabu
Doc3,brief
Doc3,histori
Doc3,databas
Doc3,system
Doc3,articl
Doc3,highlight
Doc3,histori
Doc3,oracl
Doc3,content
Doc3,web
Doc3,site
Doc3,sole
Doc3,respons
Doc3,dr
Doc3,freeman
Doc3,moor
Doc3,necessarili
Doc3,repres
Doc3,opinion
Doc3,polici
Doc3,southern
Doc3,methodist
Doc3,univers
Doc3,administr
Doc3,site
Doc3,dr
Doc3,freeman
Doc3,moor
Doc3,may
Doc3,contact
Doc3,fmoore@lyle.smu.edu
link: mailto:fmoore@lyle.smu.edu
link: http://lyle.smu.edu
link: http://lyle.smu.edu/~fmoore/index-final.htm
link: schedule.htm
link: syl_5330.pdf
link: syl_7330.pdf
link: timeline.pdf
link: http://oracle.com.edgesuite.net/timeline/oracle/
url @Doc4 https://s2.smu.edu/~fmoore/textfiles/index.html
Doc4,smu
Doc4,cse
Doc4,spring
Doc4,textfil
Doc4,textfil
Doc4,cluster
Doc4,golf
Doc4,golf
Doc4,golf
Doc4,golf
Doc4,golf
Doc4,basketbal
Doc4,basketbal
Doc4,basketbal
Doc4,basketbal
Doc4,basketbal
Doc4,basebal
Doc4,basebal
Doc4,basebal
Doc4,basebal
Doc4,basebal
Doc4,footbal
Doc4,footbal
Doc4,footbal
Doc4,footbal
Doc4,footbal
link: golf1.txt
link: golf2.txt
link: golf3.txt
link: golf4.txt
link: golf5.txt
link: basketball1.txt
link: basketball2.txt
link: basketball3.txt
link: basketball4.txt
link: basketball5.txt
link: baseball1.txt
link: baseball2.txt
link: baseball3.txt
link: baseball4.txt
link: baseball5.txt
link: football1.txt
link: football2.txt
link: football3.txt
link: football4.txt
link: football5.txt
url @Doc5 https://www.smu.edu/lyle
url @Doc6 https://s2.smu.edu/~fmoore/misc/text/index.php
Doc6,smu
Doc6,cse
Doc6,spring
Doc6,text
Doc6,file
Doc6,addit
Doc6,text
Doc6,file
Doc6,support
Doc6,queri
Doc6,implement
Doc6,part
Doc6,part
Doc6,part
Doc6,part
Doc6,part
Doc6,hocuspocu
Doc6,word
Doc6,file
Doc6,test
Doc6,exact
Doc6,match
Doc6,word
Doc6,building1.txt
Doc6,revers
Doc6,order
Doc6,word
Doc6,match
Doc6,file
Doc6,match
Doc6,last
Doc6,updat
Doc6,april
link: mockingbird1.html
link: mockingbird2.html
link: mockingbird3.html
link: mockingbird4.html
link: mockingbird5.html
link: magictext.html
link: building1.txt
link: building2.txt
Error on https://s2.smu.edu/~fmoore/this_aint_gonna_work.htm
url @Doc7 https://s2.smu.edu/~fmoore/misc/exam1.html
Doc7,cse
Doc7,spring
Doc7,distanc
Doc7,student
Doc7,exam
Doc7,locat
Doc7,cse
Doc7,distanc
Doc7,student
Doc7,exam
Doc7,locat
Doc7,vs
Doc7,proctor
Doc7,number
Doc7,person
Doc7,locat
Doc7,request
Doc7,date
Doc7,henk
Doc7,chri
Doc7,proctor
Doc7,henkel
Doc7,lopez
Doc7,alejandro
Doc7,proctor
Doc7,hua
Doc7,mengli
Doc7,proctor
Doc7,huang
Doc7,tianqi
Doc7,inclass
Doc7,pm
Doc7,liang
Doc7,proctor
Doc7,xu
Doc7,qizhi
Doc7,proctor
Doc7,zhou
Doc7,proctor
Doc7,zou
Doc7,diyang
Doc7,inclass
Doc7,pm
Error on https://s2.smu.edu/~fmoore/syl_7330.pdf
Error on https://s2.smu.edu/~fmoore/syl_5330.pdf
url @Doc8 https://s2.smu.edu/~fmoore/index-final.htm
Doc8,freeman
Doc8,moor
Doc8,smu
Doc8,spring
Doc8,spring
Doc8,freeman
Doc8,l
Doc8,moor
Doc8,phd
Doc8,email
Doc8,fmoore@lyle.smu.edu
Doc8,fall
Doc8,cse
Doc8,spring
Doc8,tuesday/thursday
Doc8,caruth
Doc8,cse
Doc8,syllabu
Doc8,cse
Doc8,syllabu
Doc8,keep
Doc8,look
Doc8,tent
Doc8,cours
Doc8,calendar
Doc8,cours
Doc8,inform
Doc8,canva
Doc8,content
Doc8,web
Doc8,site
Doc8,sole
Doc8,respons
Doc8,dr
Doc8,freeman
Doc8,moor
Doc8,necessarili
Doc8,repres
Doc8,opinion
Doc8,polici
Doc8,southern
Doc8,methodist
Doc8,univers
Doc8,administr
Doc8,site
Doc8,dr
Doc8,freeman
url @Doc9 https://s2.smu.edu/~fmoore/textfiles/mary4.txt
Doc9,lamb
Doc9,friendli
url @Doc10 https://s2.smu.edu/~fmoore/misc/useragent.php
Doc10,cse
Doc10,user-ag
Doc10,user-ag
Doc10,inform
Doc10,receiv
Doc10,crawler
Doc10,defin
Doc10,uniqu
Doc10,name
Doc10,http_accept
Doc10,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8"
Doc10,http_client_ip
Doc10,server_protocol
Doc10,http/1.1
Doc10,request_method
Doc10,get
Doc10,file
Doc10,last
Doc10,updat
Doc10,march
url @Doc11 https://s2.smu.edu/~fmoore/textfiles/mary3.txt
Doc11,mari
Doc11,lamb
Doc11,name
Doc11,mari
Doc8,moor
Doc8,may
Doc8,contact
Doc8,fmoore@lyle.smu.edu
link: SMU-CSE-LOGO.gif
link: mailto:fmoore@lyle.smu.edu
link: CSE5337_syllabus.pdf
link: CSE7337_syllabus.pdf
link: schedule.htm
link: https://smu.instructure.com
link: dontgohere/badfile1.html
url @Doc12 https://s2.smu.edu/~fmoore/textfiles/mary2.txt
Doc12,mary'
Doc12,lamb
Doc12,littl
url @Doc13 https://s2.smu.edu/~fmoore/textfiles/football5.txt
Doc13,dalla
Doc13,cowboy
Doc13,overhaul
Doc13,group
Doc13,assist
Doc13,coach
Doc13,off-season
Doc13,richard
Doc13,proud
Doc13,join
Doc13,dalla
Doc13,cowboy
Doc13,footbal
Doc13,organ
Doc13,credit
Doc13,develop
Doc13,fame
Doc13,legion
Doc13,boom
Doc13,secondari
Doc13,hope
Doc13,make
Doc13,similar
Doc13,impact
Doc13,cowboy'
Doc13,secondari
Doc13,transit
Doc13,fairli
Doc13,seamless
Doc13,cowboy
Doc13,seahawk
Doc13,similar
Doc13,principl
Doc13,come
Doc13,play
Doc13,defens
Doc13,take
Doc13,good
Doc13,footbal
Doc13,team
Doc13,made
Doc13,good
Doc13,player
url @Doc14 https://s2.smu.edu/~fmoore/textfiles/football1.txt
Doc14,first
Doc14,time
Doc14,sinc
Doc14,dez
Doc14,bryant
Doc14,releas
Doc14,last
Doc14,friday
Doc14,cowboy
Doc14,head
Doc14,coach
Doc14,jason
Doc14,garrett
Doc14,team
Doc14,caption
Doc14,spoke
Doc14,publicli
Doc14,move
Doc14,lot
Doc14,differ
Doc14,factor
Doc14,kind
Doc14,decis
Doc14,guidepost
Doc14,what'
Doc14,best
url @Doc15 https://s2.smu.edu/~fmoore/textfiles/football4.txt
Doc15,dalla
Doc15,cowboy
Doc15,vice
Doc15,presid
Doc15,stephen
Doc15,jone
Doc15,comment
Doc15,releas
Doc15,receiv
Doc15,dez
Doc15,bryant
Doc15,first
Doc15,time
Doc15,tuesday
Doc15,jone
Doc15,said
Doc15,move
Doc15,team'
Doc15,all-tim
Doc15,leader
Doc15,touchdown
Doc15,recept
Doc15,best
Doc15,interest
Doc15,bryant
Doc15,dalla
Doc15,cowboy
Doc15,footbal
Doc15,team
Doc15,think
Doc15,alway
Doc14,interest
Doc14,dalla
Doc14,cowboy
Doc14,footbal
Doc14,team
Doc14,that'
Doc14,made
Doc14,decis
Doc14,wish
Doc14,dez
Doc14,noth
Doc14,best
Doc14,forward
Doc14,love
Doc14,footbal
Doc14,great
Doc14,player
Doc15,difficult
Doc15,dez
Doc15,amaz
Doc15,player
Doc15,us
Doc15,help
Doc15,us
Doc15,win
Doc15,lot
Doc15,footbal
Doc15,game
Doc15,time
Doc15,happen
Doc15,busi
Doc15,jone
Doc15,acknowledg
Doc15,cowboy
Doc15,offens
Doc15,pass
Doc15,game
Doc15,differ
Doc15,receiv
Doc15,bryant
Doc15,goal
Doc15,creat
Doc15,best
Doc15,footbal
Doc15,team
Doc15,win
Doc15,championship
url @Doc16 https://s2.smu.edu/~fmoore/textfiles/football3.txt
Doc16,everyon
Doc16,long
Doc16,weekend
Doc16,reflect
Doc16,split
Doc16,cowboy
Doc16,dez
Doc16,bryant
Doc16,let'
Doc16,address
Doc16,theme
Doc16,bryant
Doc16,still
Doc16,clearli
Doc16,dalla
Doc16,cowboy
Doc16,footbal
Doc16,team
Doc16,best
Doc16,receiv
Doc16,time
Doc16,departur
Doc16,bryant
Doc16,one
Doc16,best
Doc16,receiv
Doc16,cowboy
Doc16,histori
Doc16,genuinel
Doc16,like
url @Doc17 https://s2.smu.edu/~fmoore/textfiles/football2.txt
Doc17,dez
Doc17,domin
Doc17,footbal
Doc17,player
Doc17,he'
Doc17,go
Doc17,continu
Doc17,domin
Doc17,footbal
Doc17,player
Doc17,tought
Doc17,see
Doc17,dez
Doc17,go
Doc17,type
Doc17,player
Doc17,he'
Doc17,one
Doc17,best
Doc17,player
Doc17,ever
Doc17,play
Doc17,he'
Doc17,guy
Doc17,fed
Doc17,passion
Doc17,garrett
Doc17,continu
Doc17,stress
Doc17,much
Doc17,love
Doc16,teammat
Doc16,regard
Doc16,warrior
Doc16,make
Doc16,leader
Doc16,fellow
Doc16,footbal
Doc16,player
Doc16,team
Doc16,would
Doc16,vote
Doc16,captain
Doc16,posit
url @Doc18 https://s2.smu.edu/~fmoore/misc/text/building2.txt
Doc18,buildingthre
Doc18,buildingtwo
Doc18,buildingon
Doc17,former
Doc17,cowboy
Doc17,wide
Doc17,receiv
Doc17,hope
Doc17,lifelong
Doc17,relationship
url @Doc19 https://s2.smu.edu/~fmoore/misc/text/magictext.html
Doc19,magic
Doc19,file
Doc19,magic
Doc19,show
Doc19,titl
Doc19,brown
Doc19,beig
Doc19,tan
Doc19,auburn
url @Doc20 https://s2.smu.edu/~fmoore/misc/text/mockingbird5.html
url @Doc21 https://s2.smu.edu/~fmoore/misc/text/mockingbird4.html
url @Doc22 https://s2.smu.edu/~fmoore/misc/text/mockingbird3.html
Doc22,mockingbird
Doc22,part
Doc22,mockingbird
Doc22,part
Doc22,suddenli
Doc22,scout
Doc22,jem
Doc22,toler
Doc22,barrag
Doc22,racial
Doc22,slur
Doc22,insult
Doc22,atticu
Doc22,role
Doc22,trial
Doc22,time
Doc22,scout
Doc22,difficult
Doc22,time
Doc22,restrain
Doc22,physic
Doc22,fight
Doc22,children
Doc22,tendenc
Doc22,get
Doc22,troubl
Doc22,aunt
Doc22,alexandra
Doc22,uncl
Doc22,jack
Doc22,even
Doc22,jem
Doc22,older
Doc22,levelhead
Doc22,two
Doc22,lose
Doc22,temper
Doc22,time
Doc22,two
Doc22,respond
Doc22,neighbor'
Doc22,dubos
Doc22,verbal
Doc22,attack
Doc22,destroy
Doc22,plant
Doc22,jem
Doc22,sentenc
Doc22,read
Doc22,everi
Doc22,day
Doc22,school
Doc22,one
Doc22,month
Doc22,ultim
Doc22,scout
Doc22,jem
Doc22,learn
Doc22,power
Doc22,lesson
Doc22,braveri
Doc22,woman
Doc22,trial
Doc22,draw
Doc22,nearer
Doc22,aunt
Doc22,alexandra
Doc22,come
Doc22,live
Doc22,guis
Doc22,provid
Doc22,feminin
Doc22,influenc
Doc22,scout
url @Doc23 https://s2.smu.edu/~fmoore/misc/text/mockingbird2.html
url @Doc24 https://s2.smu.edu/~fmoore/misc/text/mockingbird1.html
Doc24,mockingbird
Doc24,novel
Doc24,part
Doc24,mockingbird
Doc24,part
Doc24,kill
Doc24,mockingbird
Doc24,primarili
Doc24,novel
Doc24,grow
Doc24,extraordinari
Doc24,circumst
Doc24,southern
Doc24,unit
Doc24,state
Doc24,stori
Doc24,cover
Doc24,span
Doc24,three
Doc24,year
Doc24,main
Doc24,charact
Doc24,undergo
Doc24,signific
Doc24,chang
Doc24,scout
Doc24,finch
url @Doc25 https://s2.smu.edu/~fmoore/misc/text/building1.txt
Doc25,buildingon
Doc25,buildingtwo
Doc25,buildingthre
Doc24,live
Doc24,brother
Doc24,jem
Doc24,father
Doc24,atticu
Doc24,fictiti
Doc24,town
Doc24,maycomb
Doc24,alabama
Doc24,maycomb
Doc24,small
Doc24,close-knit
Doc24,town
Doc24,everi
Doc24,famili
Doc24,social
Doc24,station
Doc24,depend
Doc24,live
Doc24,parent
Doc24,long
Doc24,ancestor
Doc24,live
Doc24,maycomb
Doc24,widow
Doc24,atticu
Doc24,rais
Doc24,children
Doc24,help
Doc24,kindli
Doc24,neighbor
Doc24,black
url @Doc26 https://s2.smu.edu/~fmoore/textfiles/baseball5.txt
Doc26,terenc
Doc26,mann
Doc26,ray
Doc26,peopl
Doc26,come
Doc26,ray
Doc26,they'll
Doc26,come
Doc26,iowa
Doc26,reason
Doc26,can't
Doc26,even
Doc26,fathom
Doc26,they'll
Doc26,turn
Doc26,driveway
Doc26,know
Doc26,sure
Doc26,they'r
Doc26,they'll
Doc26,arriv
Doc26,door
Doc26,innoc
Doc26,children
Doc26,long
Doc26,past
Doc26,cours
Doc26,mind
Doc24,housekeep
Doc24,name
Doc24,calpurnia
Doc24,scout
Doc24,jem
Doc24,almost
Doc24,instinct
Doc24,understand
Doc24,complex
Doc24,machin
Doc24,neighborhood
Doc24,town
Doc26,look
Doc26,around
Doc26,say
Doc26,per
Doc26,person
Doc26,they'll
Doc26,pass
Doc26,money
Doc26,without
Doc26,even
Doc26,think
Doc26,money
Doc26,peac
Doc26,lack
Doc26,they'll
Doc26,walk
Doc26,bleacher
Doc26,sit
Doc26,shirtsleev
Doc26,perfect
Doc26,afternoon
Doc26,they'll
Doc26,find
Doc26,reserv
Doc26,seat
Doc26,somewher
Doc26,along
Doc26,one
Doc26,baselin
Doc26,sat
Doc26,children
Doc26,cheer
Doc26,hero
Doc26,they'll
Doc26,watch
Doc26,game
Doc26,it'll
Doc26,dip
Doc26,magic
Doc26,water
Doc26,memori
Doc26,thick
Doc26,they'll
Doc26,brush
Doc26,away
Doc26,face
Doc26,peopl
Doc26,come
Doc26,ray
Doc26,one
Doc26,constant
Doc26,year
Doc26,ray
Doc26,basebal
Doc26,america
Doc26,roll
Doc26,like
Doc26,armi
Doc26,steamrol
url @Doc27 https://s2.smu.edu/~fmoore/textfiles/baseball3.txt
Doc27,season
Doc27,ticket
Doc27,sale
Doc27,ranger
Doc27,team'
Doc27,record
Doc27,last
Doc27,season
Doc27,accord
Doc27,sourc
Doc27,team
Doc27,send
Doc27,letter
Doc27,ask
Doc27,previou
Doc27,season
Doc27,ticket
Doc27,holder
Doc27,come
Doc27,back
Doc27,purchas
Doc27,one
Doc27,lower
Doc27,level
Doc27,infield
Doc27,seat
Doc27,full
url @Doc28 https://s2.smu.edu/~fmoore/textfiles/baseball2.txt
Doc28,open
Doc28,day
Doc28,one
Doc28,day
Doc28,team
Doc28,go
Doc28,win
Doc28,whole
Doc28,bleep
Doc28,thing
Doc28,open
Doc28,day
Doc28,one
Doc28,day
Doc28,presid
Doc28,texa
Doc28,ranger
Doc28,optimist'
Doc28,club
Doc28,open
Doc28,day
Doc28,one
Doc28,gloriou
Doc28,day
Doc28,ranger
Doc28,go
Doc28,take
Doc28,back
Doc26,eras
Doc26,like
Doc26,blackboard
Doc26,rebuilt
Doc26,eras
Doc26,basebal
Doc26,mark
Doc26,time
Doc26,field
Doc26,game
Doc26,part
Doc26,past
Doc26,ray
Doc26,remind
Doc26,us
Doc26,good
Doc26,could
Doc26,oh
Doc26,peopl
Doc26,come
Doc26,ray
Doc26,peopl
Doc26,definit
Doc26,come
url @Doc29 https://s2.smu.edu/~fmoore/textfiles/baseball1.txt
Doc29,texa
Doc29,ranger
Doc29,present
Doc29,cole
Doc29,hamel
Doc29,pitch
Doc29,thursday
Doc29,best
Doc29,version
Doc29,first
Doc29,half
Doc29,season
Doc29,stroll
Doc29,kick
Doc29,face
Doc29,lane
Doc29,everi
Doc29,night
Doc29,junctur
Doc29,i'm
Doc29,tri
Doc29,think
Doc29,second
Doc29,half
Doc29,season
Doc29,that'
Doc29,month
Doc29,away
Doc29,hamel
Doc29,unquest
Doc29,ace
Doc27,season
Doc27,cost
Doc27,approxim
Doc27,help
Doc27,pay
Doc27,shin
Doc27,soo
Doc27,choo
Doc27,rest
Doc27,disabl
Doc27,list
Doc27,ranger
Doc27,claim
Doc27,drew
Doc27,million
Doc27,fan
Doc27,last
Doc27,season
Doc27,rank
Doc27,mlb
Doc27,great
Doc27,figur
Doc27,true
Doc27,eyebal
Doc27,test
Doc27,would
Doc27,tell
Doc27,way
Doc27,ranger
Doc27,averag
Doc27,fan
Doc28,american
Doc28,leagu
Doc28,west
Doc28,season
Doc28,go
Doc28,regist
Doc28,strike
Doc28,elud
Doc28,game
Doc28,reloc
Doc28,world
Doc28,seri
Doc28,trophi
Doc28,houston
Doc28,arlington
Doc28,start
Doc28,thursday
Doc28,four-gam
Doc28,sweep
Doc28,defend
Doc28,world
Doc28,seri
Doc28,champion
Doc28,astro
Doc28,wednesday
Doc28,houston
Doc28,astro
Doc28,owner
Doc28,jim
Doc28,crane
Doc28,told
url @Doc30 https://s2.smu.edu/~fmoore/textfiles/basketball5.txt
Doc30,basketbal
Doc30,limited-contact
Doc30,sport
Doc30,play
Doc30,rectangular
Doc30,court
Doc30,often
Doc30,play
Doc30,team
Doc30,sport
Doc30,five
Doc30,player
Doc30,side
Doc30,three-on-thre
Doc30,two-on-two
Doc30,one-on-on
Doc30,competit
Doc30,also
Doc30,common
Doc30,object
Doc30,shoot
Doc30,basketbal
Doc30,inch
Doc30,cm
Doc30,diamet
Doc29,suspect
Doc29,best
Doc29,ranger
Doc29,pitch
Doc29,staff
Doc29,due
Doc29,total
Doc29,million
Doc29,he'
Doc29,good
Doc29,shelv
Doc29,fear
Doc29,mediocr
Doc29,hamel
Doc29,second
Doc29,go
Doc29,open
Doc29,day
Doc29,perform
Doc29,beauti
Doc29,afternoon
Doc29,ballpark
Doc29,first
Doc29,batter
Doc29,hit
Doc29,home
Doc29,run
Doc29,second
Doc27,per
Doc27,game
Doc27,report
Doc27,last
Doc27,season
url @Doc31 https://s2.smu.edu/~fmoore/textfiles/baseball4.txt
Doc31,oddsmak
Doc31,betdsi
Doc31,sportsbook
Doc31,ohtani
Doc31,fever
Doc31,much
Doc31,basebal
Doc31,scout
Doc31,writer
Doc31,trip
Doc31,tri
Doc31,make
Doc31,amend
Doc31,cast
Doc31,doubt
Doc31,japanes
Doc31,star
Doc31,putrid
Doc31,spring
Doc31,train
Doc31,betsdi
Doc31,list
Doc31,shohei
Doc31,ohtani
Doc31,favorit
Doc31,wring
Doc31,american
Doc31,leagu
Doc31,mvp
Doc31,even
Doc28,kriv
Doc28,houston
Doc28,problem
Doc28,texa
Doc28,last
Doc28,year
Doc28,want
Doc28,switch
Doc28,game
Doc28,us
Doc28,there'
Doc28,plenti
Doc28,incent
Doc28,want
Doc28,tri
Doc28,beat
Doc28,texa
Doc28,that'
Doc28,sure
url @Doc32 https://s2.smu.edu/~fmoore/textfiles/basketball4.txt
Doc32,golden
Doc32,state
Doc32,warrior
Doc32,basketbal
Doc32,team
Doc32,someth
Doc32,prove
Doc32,right
Doc32,plan
Doc32,stay
Doc32,playoff
Doc32,year
Doc32,thompson
Doc32,found
Doc32,shoot
Doc32,touch
Doc32,score
Doc32,point
Doc32,make
Doc32,shot
Doc32,footer
Doc32,javal
Doc32,mcgee
Doc32,contribut
Doc32,point
Doc32,rebound
url @Doc33 https://s2.smu.edu/~fmoore/textfiles/basketball3.txt
Doc33,season
Doc33,mav
Doc33,coach
Doc33,care
Doc33,promis
Doc33,much
Doc33,next
Doc33,season'
Doc33,basketbal
Doc33,team
Doc33,fan
Doc33,deserv
Doc33,better
Doc33,said
Doc33,mav
Doc33,presid
Doc33,donni
Doc33,nelson
Doc33,regular
Doc33,season
Doc33,basketbal
Doc33,end
Doc33,week
Doc33,playoff
Doc33,extend
Doc33,season
Doc33,dalla
Doc33,maverick
Doc33,basketbal
Doc33,team
Doc30,hoop
Doc30,inch
Doc30,diamet
Doc30,feet
Doc30,high
Doc30,mount
Doc30,backboard
Doc30,end
Doc30,court
Doc30,game
Doc30,invent
Doc30,dr
Doc30,jame
Doc30,naismith
Doc30,team
Doc30,score
Doc30,field
Doc30,goal
Doc30,shoot
Doc30,ball
Doc30,basket
Doc30,defend
Doc30,opposit
Doc30,team
Doc30,regular
Doc30,play
Doc30,field
Doc30,goal
Doc30,score
Doc30,three
Doc30,point
Doc29,smack
Doc29,doubl
Doc29,time
Doc29,hamel
Doc29,done
Doc29,allow
Doc29,three
Doc29,run
Doc29,inning
url @Doc34 https://s2.smu.edu/~fmoore/textfiles/basketball2.txt
Doc31,lo
Doc31,angel
Doc31,angel
Doc31,teammat
Doc31,trout
Doc31,reign
Doc31,mvp
Doc31,jose
Doc31,altuv
Doc31,houston
Doc31,astro
Doc31,basebal
Doc31,fun
Doc32,block
Doc32,shot
Doc32,minut
Doc32,golden
Doc32,state
Doc32,came
Doc32,kind
Doc32,swarm
Doc32,defens
Doc32,use
Doc32,play
Doc32,basketbal
Doc32,game
Doc32,exhibit
Doc32,much
Doc32,late
Doc32,rotat
Doc32,mix
Doc32,match
Doc32,injuri
Doc32,ill
Doc30,shoot
Doc30,team
Doc30,player
Doc30,shoot
Doc30,behind
Doc30,three-point
Doc30,line
Doc30,two
Doc30,point
Doc30,shot
Doc30,front
Doc30,line
Doc30,team
Doc30,also
Doc30,score
Doc30,via
Doc30,free
Doc30,throw
Doc30,worth
Doc30,one
Doc30,point
Doc30,team
